NU_NUMERO_CONTRATO;DT_DATA_ASSINATURA;NU_VALOR_FINANCIAMENTO;NU_TAXA_JUROS;NU_PRAZO_CARENCIA;NO_NOME_MUTUARIO;NU_CPF;NU_NUMERO_IDENTIDADE;DT_DATA_NASCIMENTO;NO_ESTADO_CIVIL;NO_SEXO;NO_UF;NO_MUNICIPIO;NO_ENDERECO;NU_CEP
173163;25/04/2022;86450.76;50.000;35;TANIA ;11214764032;5665109;13/03/1956;solteiro;M;RJ;RIO DE JANEIRO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;39367891
112472;05/03/2023;58307.42;55.000;30;GLAUCIENE ;11167590832;3143493;08/03/1990;casado;F;MT;CUIABA;R RUA DAS LARANJEIRAS NR 4;26133775
144016;08/06/2023;57959.87;50.000;43;JAQUELINE ;11345600681;1244377;07/07/1959;solteiro;F;MT;JUINA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;48009466
176325;30/08/2021;81600.00;71.600;10;LIVIA ;11231911566;5672250;04/06/1990;solteiro;M;PE;PETROLINA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;94577647
111189;03/09/2020;102416.92;55.000;46;THIAGO ;10777212229;4821615;18/02/1963;divorciado;F;SP;SAO PAULO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;28937800
187466;23/06/2023;88109.91;45.000;1;EDEN ;11670125587;6143111;18/09/1979;divorciado;M;SP;PIRACICABA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;32271675
143730;03/05/2021;59545.00;45.000;12;FLAVIA ;10594163538;7333801;29/11/1978;solteiro;M;MG;UBERLANDIA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;61438317
157858;26/05/2024;94286.91;60.000;47;RENATO ;11515646035;7574738;15/04/1958;divorciado;M;SP;SAO PAULO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;85457884
127071;17/10/2020;56455.00;50.000;4;ADRIANA ;11160544568;1596468;05/08/1970;solteiro;F;BA;ITABUNA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;95641748
144147;01/09/2020;69431.33;45.000;38;ANDRE ;10826805934;4420925;11/10/1983;solteiro;M;RS;CAXIAS DO SUL;R RUA ANTONIO BORGES DE ARAUJO SN BLOCO 0;94422594
189338;30/05/2023;101268.24;55.000;47;TULIO ;10600421626;6592060;16/01/1987;divorciado;F;RS;SAO LEOPOLDO;R RUA ANT NIO BORGES DE ARA JO S/N BLOCO, 0;20904651
162583;20/02/2022;69512.00;45.000;50;TIAGO ;11508495914;8860492;12/12/1951;solteiro;F;RS;VERANOPOLIS;R RUA ANTONIO BORGES DE ARAUJO SN BLOCO 0;96818606
168708;27/11/2021;84479.39;45.000;43;DAYANI ;11923998696;7714485;05/05/1991;solteiro;F;SP;CAMPINAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;99154318
184176;10/05/2022;74509.88;50.000;5;MARCELO ;10550496690;9578690;19/08/1963;casado;M;SP;CAMPINAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;79886253
174906;03/03/2020;50469.00;45.000;2;WILLIAM ;10935223546;7436148;09/04/1951;solteiro;F;RS;SANTO ANGELO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;77799436
153127;03/01/2024;73308.16;45.000;0;FABIANA ;11585852531;4229466;12/11/1985;casado;F;RS;SAO LEOPOLDO;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;93391818
141713;28/05/2022;23262.42;45.000;40;DEMETRIUS ;10121841387;8703609;11/05/1992;solteiro;F;PI;PARNAIBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;52545477
104427;19/08/2020;69216.03;45.000;35;TACIANE ;11193359370;1789119;16/09/1954;solteiro;M;RJ;MARICA;R RUA  OLANDA DERENUSSON SILVEIRA,SN BLOC, 0;90445365
167504;09/12/2023;62333.00;45.000;9;LUCAS ;11165451214;8357363;24/06/1962;solteiro;M;MG;TIROS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;61903908
104086;16/02/2022;80516.20;45.000;36;RAMON ;10052077883;4432442;07/01/1979;solteiro;M;SP;JUNDIAI;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;37915642
104973;08/05/2022;62681.00;45.000;42;ANDRE ;11570213486;6254996;09/04/1973;solteiro;M;RJ;RIO DE JANEIRO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;71539049
151591;10/12/2021;69617.00;45.000;42;FABIANA ;10780199615;8668549;06/04/1986;solteiro;F;SP;IPAUSSU;R RUA  OLANDA DERENUSSON SILVEIRA S/N BLO, 0;23577911
100688;08/03/2022;23240.00;50.000;22;IVAN ;10296361990;2600253;26/08/1956;solteiro;M;PI;PARNAIBA;AV AVENIDA NIZA MARQUEZ GUARITA SN BLC 1;81546280
117022;27/06/2023;66165.00;45.000;42;JOSE ;11760009615;8466281;22/11/1972;solteiro;M;SP;ARACATUBA;R RUA  OLANDA DERENUSSON SILVEIRA, 0;33847789
132940;05/08/2020;88200.00;76.600;13;WILLIAN ;11671660570;5005191;08/03/1976;casado;M;PR;SARANDI;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;87545597
119748;18/12/2022;55493.00;50.000;43;ELISA ;11787932729;1182010;26/06/1983;solteiro;F;MG;UBERABA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 0;89229568
125667;10/04/2023;83120.36;45.000;1;VANDER ;10708643295;5467536;21/06/1990;solteiro;F;SP;SUZANO;AV AV NILZA MARQUES GUARIT, 0;41632203
175919;05/01/2024;35775.00;50.000;31;RENAN ;10378780004;6866325;27/10/1955;divorciado;F;PE;CARUARU;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;33206554
163219;24/01/2021;79200.00;50.000;3;JOAS ;10606797549;9288895;13/07/1952;solteiro;M;GO;CIDADE OCIDENTAL;AV NIZA MARQUEZ GUARITA BLOCO 2;42106238
149787;29/12/2022;94607.04;55.000;35;ADRIANA ;10648680625;6528380;29/03/1957;solteiro;M;SP;SAO PAULO;AV AV NIZA MARQUEZ GUARITA, 0;71076094
152414;11/08/2021;29300.00;45.000;27;MARILENE ;11527812398;4601338;17/03/1975;solteiro;F;RS;BENTO GONCALVES;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;39995452
175345;13/02/2020;67000.00;55.000;48;JOSE ;11992485353;5616779;15/09/1989;solteiro;F;RS;BENTO GONCALVES;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;14124540
140856;19/04/2022;47972.00;45.000;20;CLAUDIA ;10370212774;9188332;22/04/1969;solteiro;F;MT;SINOP;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;31046022
160686;30/07/2021;39055.77;45.000;47;JESSICA ;10474134514;6697848;24/09/1980;solteiro;M;PR;PONTA GROSSA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;43159620
113582;09/01/2021;42730.00;45.000;47;DENIS ;11871013481;5246891;07/11/1989;solteiro;F;MG;ITAPECERICA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;40266787
123554;12/08/2021;71830.82;45.000;12;AMARILDO ;11580743651;4033676;28/02/1953;solteiro;M;PR;SANTA TEREZINHA DE ITAIPU;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;30840034
135619;28/06/2022;60057.18;45.000;13;ALCINARA ;11889111624;7610597;17/10/1950;divorciado;M;RS;BENTO GONCALVES;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;41033609
176445;29/08/2022;88005.48;45.000;49;FABIO ;11203122855;3015095;20/03/1976;divorciado;F;PR;ARAUCARIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;30551307
109638;28/05/2022;71073.50;55.000;41;GUSTAVO ;11666114324;8211814;17/04/1975;solteiro;F;SP;CAMPINAS;R AV ALMIRANTE BARROSO 2;57933244
107852;03/07/2022;98095.33;55.000;30;GIOVANNI ;11465948917;7814104;22/12/1992;solteiro;M;RJ;RIO DE JANEIRO;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;18334558
127772;06/07/2021;80687.92;45.000;15;LEONARDO ;11810951096;8553613;09/01/1970;solteiro;F;SP;JUNDIAI;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;64435605
174241;03/07/2023;45328.07;45.000;11;CLAUDINEI ;11000919926;5950079;28/10/1966;solteiro;M;SP;CAMPINAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;81460599
120074;11/05/2024;69882.43;50.000;32;EZEQUIAS ;11380505081;9692134;25/10/1987;solteiro;F;PI;TERESINA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;35866819
130627;12/01/2022;52491.00;50.000;17;KARINA ;10340926567;3129899;22/08/1966;solteiro;M;GO;GOIATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;45745672
141815;30/01/2021;71364.38;45.000;3;MATHEUS ;10941724511;4499437;02/02/1988;divorciado;M;BA;LAURO DE FREITAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;48803142
116361;18/12/2021;103731.18;45.000;43;ALESSANDRA ;10272789164;8818104;17/10/1972;solteiro;M;SP;GUARULHOS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;85122520
181740;29/08/2021;51040.00;45.000;14;RENAN ;11036042024;5344495;23/12/1968;solteiro;M;PI;TERESINA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;30996507
126484;27/03/2021;51640.00;50.000;33;FELIPE ;11991109082;8755960;14/06/1993;solteiro;M;CE;HORIZONTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;54570229
182202;10/02/2021;49902.84;50.000;35;GISLAINE ;11066577761;3173011;21/01/1952;solteiro;F;CE;QUIXERE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;35369265
124650;13/12/2021;83349.29;55.000;46;ANDERSON ;11217498812;8288180;23/04/1967;divorciado;F;SP;PENAPOLIS;R RUA DOS CURI S, S/N BLOCO 0;34524631
139564;02/03/2022;98996.95;55.000;5;MARIA ;11972462344;3584084;08/03/1961;divorciado;M;SP;RIO CLARO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;62308036
175563;13/03/2022;96755.29;60.000;22;REINALDO ;11749881957;9201101;08/02/1974;casado;F;MG;BETIM;AV AV NIZA MARQUEZ GUARITA SN BLOCO 3;57980944
184683;07/04/2020;81600.00;55.000;38;GABRIELA ;10807517006;7229991;14/10/1965;solteiro;F;MG;UBERLANDIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;60155266
103387;04/12/2020;55011.00;45.000;23;MARCEL ;11652710778;8462012;26/07/1986;solteiro;M;GO;GOIANESIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;42694986
171843;01/04/2022;61072.00;45.000;15;FABIO ;10184084244;7356065;05/05/1959;solteiro;M;RS;CARAZINHO;AV AV NIZA MARQUEZ GUARITA SN BLOCO 2;56678601
139687;28/09/2021;93976.42;60.000;26;LOYANE ;10227461600;2401584;17/06/1966;solteiro;M;SP;AMERICANA;R RUA  OLANDA DERENUSSON SILVEIRA SN BLOC, 0;67930403
175309;14/12/2020;64122.00;76.600;22;GIL ;11279555495;5110366;14/10/1962;solteiro;F;SP;CAMPINAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;61481460
108164;15/09/2023;87840.00;45.000;10;RHENE ;11635014699;2634134;14/02/1969;divorciado;M;GO;NEROPOLIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;76255809
174889;22/11/2020;70746.00;45.000;23;ELBA ;11321116271;2575984;19/07/1999;casado;F;MG;BELO HORIZONTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;12082323
188232;23/02/2022;66823.33;45.000;38;APARECIDA ;10578135579;3385650;02/12/1955;divorciado;F;GO;CIDADE OCIDENTAL;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;81605845
155123;23/04/2022;69302.40;45.000;23;LILIANE ;12092486768;3232110;27/10/1953;divorciado;M;PR;PIRAQUARA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;13166472
100443;12/04/2024;85500.00;45.000;37;DIEGO ;10074461284;1070846;16/10/1970;solteiro;F;CE;CAUCAIA;AV RUA DOS CURIOS S/N BLOCO 7;92628798
166614;01/02/2022;43153.61;45.000;43;DANIELA ;11031066971;9619971;13/11/1990;solteiro;M;RS;IBIRUBA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 1;29579898
190490;12/08/2022;100000.00;81.600;41;FABIANA ;10882982308;9937723;08/03/1998;solteiro;F;GO;FORMOSA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;78354926
166185;10/12/2021;63990.66;50.000;23;VIVIANE ;11761104869;2461656;25/02/1981;divorciado;M;SP;ARACATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;11404674
126785;15/10/2022;88191.00;45.000;24;FAUSTINO ;11977717184;7161830;14/01/1971;divorciado;M;SP;ITANHAEM;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;70300975
118559;19/07/2021;60105.25;45.000;20;VALTENCIR ;11771800874;3602336;27/06/1987;solteiro;F;GO;AGUAS LINDAS DE GOIAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;45365326
117212;28/03/2020;67312.52;45.000;9;CLAUDIA ;10265155834;2770087;22/06/1983;solteiro;M;MA;SAO LUIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;27438253
129211;10/02/2021;76951.15;45.000;30;JULIO ;11812618862;4578772;19/12/1987;casado;M;GO;VALPARAISO DE GOIAS;R RUA DOS CURI S, S/N BLOCO 1;93274126
160211;20/02/2020;84497.86;60.000;45;MICHELE ;10509656755;2228273;06/06/1990;divorciado;M;GO;APARECIDA DE GOIANIA;R RUA CARLOS SALGE 1;94274569
184885;31/01/2023;54579.00;50.000;44;FELIPE ;10194486002;9043186;14/04/1980;solteiro;M;SE;TOBIAS BARRETO;R RUA CARLOS SALGE 1;43879666
173255;17/01/2020;57379.00;50.000;31;VANESSA ;11571984403;9440286;19/10/1961;divorciado;F;SE;TOBIAS BARRETO;R RUA DOS CURIOS, 0;41246469
132905;10/07/2021;66440.00;45.000;4;DANILO ;11054197838;1629441;02/09/1953;solteiro;M;MG;PASSOS;AV AV NIZA MARQUEZ GUARITA S/N BLOCO 1;35522970
146467;16/03/2024;80000.00;45.000;17;ADRIANO ;10065649775;6103957;28/12/1981;divorciado;F;SP;MARILIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;71969381
106554;07/01/2021;74213.24;45.000;38;CAROLINA ;12095232080;4991069;20/01/1983;casado;M;RJ;RESENDE;R RUA DOS CURI S, 0;40973530
147357;20/04/2023;82925.74;50.000;0;PAULO ;11470123731;5290635;06/11/1953;solteiro;F;PR;PINHAIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;32995202
187352;15/07/2023;92508.15;45.000;23;FABIANE ;12039652024;4607800;26/12/1991;divorciado;M;SP;PIRACICABA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;98732003
178170;27/04/2023;78674.10;45.000;41;GUSTAVO ;10347904300;7313423;19/08/1977;divorciado;M;GO;ANAPOLIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;95933944
142959;17/02/2024;94875.92;55.000;11;PAMELA ;10871853339;8024668;24/12/1975;divorciado;F;PR;COLOMBO;R RUA DOS CURIOS, 0;45658365
159225;15/12/2022;82795.85;45.000;34;LUIZ ;11641295892;6673175;05/08/1951;divorciado;M;MT;CUIABA;R RUA DOS CURI S, S/N BLOCO 2;33930889
104161;05/09/2023;57809.00;45.000;37;SEBASTIAO ;11882860409;6194218;04/07/1954;divorciado;M;MG;UNAI;R RUA DOS CURIOS, 0;23174304
198473;12/12/2020;37324.19;45.000;38;NELCI ;10341733768;5765744;10/10/1970;casado;M;PR;CURITIBA;R RUA DOS CURI S, 0;65033453
185642;11/07/2020;48000.00;50.000;46;MURILO ;11848914797;2966412;31/05/1988;divorciado;F;GO;AGUAS LINDAS DE GOIAS;R RUA AB LIO MONTEIRO, 4;67729173
166547;24/04/2024;74928.43;50.000;9;LIBIA ;11114096861;9872688;23/04/1972;solteiro;F;SP;CAJAMAR;R RUA  OLANDA DERENUSSON SILVEIRA SN BLOC, 0;31643556
159001;03/03/2020;62297.43;45.000;33;ROBERTO ;10627040382;1691243;27/06/1979;divorciado;F;MG;ITABIRA;R RUA AB LIO MONTEIRO, 0;48756199
175420;07/09/2021;61057.29;45.000;11;DEBORA ;10254513954;9826248;26/03/1998;divorciado;M;SP;SANTO ANDRE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;82449545
129915;07/12/2020;103200.00;60.000;28;GUILHERME ;11717034950;3655050;11/04/1959;divorciado;F;GO;APARECIDA DE GOIANIA;R RUA DOS CURI S, S/N BLOCO 1;17257927
141981;07/07/2023;89600.00;45.000;44;FABIO ;10711738374;8078795;15/11/1959;divorciado;F;MG;UBERLANDIA;R RUA DOS CURI S, S/N BLOCO 3;37745632
190516;05/11/2023;62344.00;50.000;34;MARCELO ;12102635894;7432510;02/06/1996;divorciado;F;SP;SANTO ANDRE;R RUA DOS CURI S, S/N BLOCO 1;46505509
151160;24/08/2021;67925.00;45.000;47;DIEGO ;10161552587;9179391;01/03/1951;divorciado;M;MS;CAMPO GRANDE;R RUA CARLOS SALGE, 0;38914517
152703;19/08/2020;88235.30;60.000;3;IGOR ;10894239430;8478288;03/10/1950;solteiro;M;SP;JUNDIAI;R RUA AB LIO MONTEIRO, 4;47467106
101456;16/12/2020;74627.16;45.000;48;JONAS ;10154466724;9892832;21/01/1977;solteiro;M;MG;ESMERALDAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;11022815
158643;31/10/2021;60687.00;45.000;12;MARILEIDE ;10923124684;7366682;05/08/1983;solteiro;M;GO;GOIANIA;R RUA AB LIO MONTEIRO, 4;78579593
166778;15/04/2023;82172.94;55.000;45;PAULO ;11174973352;1670419;13/01/1977;divorciado;M;SC;SAO JOSE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;18290719
199058;22/11/2023;72000.00;50.000;10;WANDERLEY ;11653361153;9437506;24/10/1962;divorciado;M;GO;CAMPOS BELOS;R RUA DOS CURI S, 0;22759043
149713;11/04/2023;73246.00;50.000;22;MEIRE ;10120785829;3907889;12/01/1966;divorciado;M;PB;JOAO PESSOA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;90789504
158150;15/10/2023;75316.00;45.000;21;DARCY ;10750188779;6993605;22/07/1964;solteiro;M;GO;VALPARAISO DE GOIAS;R RUA DOS CURI S, S/N BLOCO 1;17664145
129818;22/03/2024;43140.00;50.000;40;MATHEUS ;10856992441;9286819;17/11/1974;divorciado;F;RS;SANTA MARIA;R RUA DOS CURI S, 0;47235538
190947;15/04/2021;54419.00;50.000;24;FABRICIO ;10489334895;3778192;16/12/1985;divorciado;M;RS;SALDANHA MARINHO;AV RUA DOS CURI S, S/N BLOCO 3;56820942
191828;26/06/2023;65742.00;45.000;11;JOSE ;10660157378;1931754;26/02/1979;divorciado;M;RS;SANTA CRUZ DO SUL;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;12580648
180712;15/04/2024;48262.00;45.000;10;CRISTIANE ;11395362688;8132087;16/09/1976;divorciado;M;SP;OLIMPIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;91729153
147074;18/03/2020;70745.00;45.000;37;ALYNE ;10445079086;6123706;27/08/1988;solteiro;F;SP;SAO PAULO;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;89890773
189616;09/01/2020;59746.82;45.000;40;MARCIO ;12014239177;2760931;24/10/1992;divorciado;M;RS;PORTO ALEGRE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;60089099
155369;24/12/2020;43728.00;45.000;27;RODRIGO ;10409614167;8770431;12/09/1954;divorciado;M;SP;PINDORAMA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;94220932
168775;20/07/2022;73136.00;45.000;32;VICTOR ;11968902881;5894676;04/10/1995;divorciado;F;DF;BRASILIA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 3;25025279
101556;07/04/2021;34558.26;45.000;30;SIMONE ;12059588821;2198964;19/03/1980;casado;F;SP;COLINA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;85286183
151039;21/02/2023;42400.00;45.000;36;FREDERICO ;11249362611;2590923;20/06/1957;solteiro;F;MT;CUIABA;R RUA ABILIO MONTEIRO, 0;24482477
184430;01/02/2020;90723.00;55.000;11;LENE ;10797969789;7384532;06/05/1993;casado;M;SP;MOGI DAS CRUZES;R RUA  OLANDA DERENUSSON SILVEIRA SN BLOC, 0;11695228
124048;28/08/2022;79602.22;50.000;28;MIKHAEL ;11188234287;7118476;29/07/1980;divorciado;M;PA;BELEM;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;90624795
100409;31/01/2024;65792.00;50.000;4;CARLA ;11656961195;3159753;08/06/1955;solteiro;M;RN;PARNAMIRIM;R RUA ABILIO MONTEIRO, 0;44757499
171148;16/08/2022;140463.81;60.000;49;CARLA ;11166867816;4169893;09/05/1991;divorciado;M;BA;SALVADOR;R RUA DOS CURI S, S/N BLOCO 3;49831708
191558;25/04/2021;77487.76;45.000;14;ANA ;12032946946;1448640;04/09/1964;divorciado;M;RJ;RIO DE JANEIRO;AV AV NIZA MARQUEZ GUARITA SN BLOCO 2;54762395
152599;06/07/2022;66801.96;50.000;8;NATALIA ;11893125174;5925463;22/08/1981;solteiro;F;MA;PACO DO LUMIAR;R RUA AB LIO MONTEIRO, 0;68381797
141824;01/09/2021;51887.00;50.000;48;HELDER ;10536871506;3921693;14/03/1961;divorciado;M;AL;ARAPIRACA;R RUA AB LIO MONTEIRO, 0;20609657
165503;04/03/2021;53839.00;45.000;28;GEDIVAN ;10551953026;5563177;13/09/1956;divorciado;M;RS;IJUI;R RUA ABILIO MONTEIRO 4;47525433
167508;12/04/2021;50411.80;45.000;25;TANIA ;11789041532;7601363;29/05/1982;divorciado;M;SP;PONTAL;R RUA ABILIO MONTEIRO 4;47043063
174920;13/05/2020;72000.00;55.000;4;ALINE ;11252464458;5321878;05/07/1981;solteiro;M;MG;MURIAE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;41674659
102648;20/12/2021;62861.00;45.000;37;FERNANDA ;10285756086;5349012;18/02/1997;divorciado;M;PR;PEROLA;R RUA DOS CURIOS, 0;15381803
190215;21/09/2021;95839.47;60.000;10;MARIANO ;10656001593;5366490;12/06/1997;divorciado;M;SP;MONGAGUA;R RUA AB LIO MONTEIRO, 4;82014430
119180;14/05/2022;64829.34;45.000;40;FELIPE ;10811831963;8765573;16/05/1979;solteiro;M;MG;ITABIRA;R RUA DOS CURI S, S/N BLOCO 2;38551606
128223;20/11/2021;76384.78;45.000;9;MICHELLE ;10853281439;9874292;19/06/1971;divorciado;F;MA;PACO DO LUMIAR;R RUA DOS CURIOS, 0;94950991
166638;29/12/2020;89940.69;66.600;1;MESSIAS ;12110902832;5419182;11/11/1969;solteiro;M;SP;SAO JOSE DOS CAMPOS;R RUA DOS CURI S, S/N BLOCO 2;97227236
101736;06/04/2020;64935.00;45.000;41;WILSON ;11551051859;4693785;26/11/1999;solteiro;M;SP;NOVO HORIZONTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;83027401
177658;14/04/2022;73123.47;45.000;19;DORACI ;10204541011;3724547;26/03/1965;solteiro;M;SP;CARAPICUIBA;R RUA DOS CURI S, S/N BLOCO 5;69576902
172537;24/08/2020;94482.36;60.000;34;DANIELLE ;11034882570;9560777;12/10/1993;solteiro;F;GO;GOIANIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;15074689
134834;14/09/2022;32513.84;45.000;44;LAIS ;10028513223;4807662;07/05/1989;solteiro;M;MG;UBERLANDIA;R RUA ABILIO MONTEIRO, 0;55018660
140432;02/05/2023;70399.75;55.000;48;MARCIO ;11713527399;9725430;09/04/1964;divorciado;M;MS;CAARAPO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;78033888
116768;26/06/2021;31564.00;45.000;34;SABRINA ;11889228707;1120876;28/10/1953;divorciado;F;CE;JUAZEIRO DO NORTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;17135353
116368;12/10/2023;84410.46;76.600;4;NELSON ;10628054107;4240771;04/12/1963;solteiro;M;SP;JUNDIAI;R RUA ABILIO MONTEIRO, 0;10686297
103170;22/09/2020;63789.53;45.000;49;FILLIPE ;11595763914;7361473;20/01/1966;solteiro;M;MG;ESMERALDAS;R RUA DOS CURI S, S/N BLOCO 2;43278958
127542;20/10/2020;46055.29;45.000;46;ICARO ;11614165873;1463257;10/12/1989;solteiro;M;MG;OLIVEIRA;R RUA ABILIO MONTEIRO, 0;89943360
198256;23/03/2024;71157.78;45.000;41;EDMILSON ;10398307641;9399275;27/11/1995;solteiro;M;RJ;RIO DE JANEIRO;R RUA DOS CURI S, S/N BLOCO 2;81348266
162441;01/12/2023;105837.00;60.000;18;LEANDRO ;10505202213;5005879;30/07/1968;solteiro;F;PB;JOAO PESSOA;R RUA DOS CURI S, S/N BLOCO 2;86883394
143090;01/08/2020;72259.70;45.000;18;MAISA ;11974004058;9342812;14/09/1996;solteiro;M;SP;APARECIDA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;39410466
180584;30/12/2021;71016.46;50.000;47;KATIA ;10489375980;9017641;24/07/1950;casado;F;ES;LINHARES;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;95014094
164545;25/11/2020;109411.77;60.000;32;LUIZ ;11049373570;5987875;21/08/1987;solteiro;F;SC;CAMBORIU;AV RUA DOS CURI S, S/N BLOCO 3;50026428
192758;22/02/2022;57059.07;45.000;44;TALITA ;10093767620;3512566;05/02/1961;solteiro;M;SP;MARILIA;R RUA DOS CURI S, S/N BLOCO 1;40762297
151243;07/12/2020;70491.48;45.000;12;JOANA ;10505447543;6171700;15/10/1973;solteiro;F;PR;MARINGA;R RUA DOS CURI S, S/N BLOCO 2;85209946
102322;26/04/2024;79448.00;45.000;41;JULIANA ;11628520399;2388842;19/08/1992;solteiro;M;PR;SARANDI;AV RUA DOS CURIOS S/N BLOCO 2;36129393
135897;25/10/2022;61695.00;45.000;5;SANDRA ;11496476067;8573928;30/06/1992;solteiro;M;SP;MOGI GUACU;R RUA DOS CURI S, S/N BLOCO 1;79599660
100330;09/04/2024;100000.00;81.600;23;PATRICIA ;10544383451;6570313;10/07/1978;solteiro;M;MG;RIBEIRAO DAS NEVES;R RUA ABILIO MONTEIRO 4;69230482
197189;04/04/2022;43016.00;50.000;17;TIAGO ;11280963245;2782726;23/10/1951;solteiro;F;RS;CACHOEIRINHA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 3;61069639
188400;29/04/2021;23700.00;45.000;3;PAMELA ;11033881364;2377083;27/09/1954;solteiro;F;MA;SAO LUIS;R RUA DOS CURI S, S/N BLOCO 2;20089126
169654;05/02/2020;77203.00;45.000;34;RICARDO ;11061770703;9909014;18/05/1988;casado;M;SC;TUBARAO;R RUA AB LIO MONTEIRO, 4;93156067
133943;04/05/2023;52000.00;45.000;50;LUCAS ;10511750503;7583495;23/09/1967;solteiro;M;MG;MONTE SANTO DE MINAS;R RUA DOS CURI S, 0;16490728
